"Name","Race","Gender","Class","Realm","Guild","AchievementPoints","HonorableKills","Faction","AppearanceCount","CharacterAge","PlayedTime","AchievementsTotal","ilvl"
"Drweiss",1,0,2,"Tauri","Council of the Phantom",2420,1422,"Alliance",0,"14 years 1 months 22 days",1945120,-1,
"Blackmacol",10,0,2,"WoD","Los mexicanos",2420,1394,"Horde",541,"0 years 8 months 16 days",750789,3540,744.69
"Hunululu",4,1,11,"Tauri","Merowing",2420,1363,"Alliance",396,"12 years 10 months 30 days",1484549,2700,
"Xotashot",10,1,3,"Evermoon","Brazilian Dinasty",2420,1338,"Horde",0,"8 years 3 months 2 days",1997222,-1,
"Ruveren",8,0,11,"Evermoon","EL CARTEL DE AZEROTH",2420,1275,"Horde",707,"3 years 11 months 25 days",1338057,11230,848.69
"Heranis",1,1,9,"WoD","League of Gladiator",2420,1188,"Alliance",0,"9 years 1 months 25 days",838004,-1,
"Szörpamacska",22,1,11,"Tauri","Tébolyodott",2420,1165,"Alliance",0,"11 years 4 months 29 days",1626088,-1,
"Seryls",11,1,2,"Evermoon","The Sunset Deserts",2420,1141,"Alliance",523,"0 years 3 months 29 days",663247,4580,846.44
"Arthis",10,0,8,"Tauri","Il ll ALMYGHT ll ll",2420,1135,"Horde",708,"12 years 2 months 4 days",2558515,7790,
"Zorrozzs",6,0,1,"Evermoon","Los Mexicano",2420,1132,"Horde",528,"6 years 7 months 18 days",1191124,9165,
"Istvaanv",2,0,3,"Evermoon","Hollywood Undead",2420,1020,"Horde",439,"3 years 6 months 6 days",988412,8185,
"Picipocak",26,0,10,"Tauri","Hordecore Pørnstars",2420,1003,"Horde",603,"9 years 7 months 21 days",1594791,12190,
"Dräkaii",6,0,3,"Tauri","Pssy Destroyers",2420,986,"Horde",0,"12 years 10 months 3 days",1437749,-1,
"Alghazanth",1,0,6,"WoD","",2420,978,"Alliance",240,"9 years 3 months 8 days",1251621,19960,
"Adien",1,0,2,"Tauri","Imperials",2420,908,"Alliance",0,"12 years 11 months 20 days",1204053,-1,
"Downlock",1,0,9,"Tauri","Excluded",2420,898,"Alliance",0,"10 years 9 months 2 days",1508053,-1,
"Iskierek",10,1,5,"Evermoon","Rycerze Ortalionu",2420,883,"Horde",318,"7 years 9 months 26 days",1083667,-1,
"Stormhammër",2,0,7,"Evermoon","Skill Issue",2420,878,"Horde",542,"3 years 9 months 2 days",812602,8340,
"Fatthom",26,0,10,"Evermoon","Massenvernichtungsaffen",2420,867,"Horde",298,"1 years 7 months 25 days",849807,21730,
"Karatzul",8,0,11,"Evermoon","Los Mexicano",2420,858,"Horde",561,"3 years 6 months 15 days",661113,2865,
"Ceg",10,0,2,"WoD","Ally Population Control",2420,821,"Horde",159,"12 years 7 months 20 days",926955,4730,
"Szelhamos",4,0,11,"Tauri","CampR",2420,776,"Alliance",0,"12 years 3 months 21 days",1126119,-1,
"Äcë",11,0,7,"Evermoon","Legionarios de Azeroth",2420,769,"Alliance",352,"1 years 5 months 28 days",1544016,9535,
"Sindorella",10,1,3,"Evermoon","Ashbringer",2420,734,"Horde",380,"4 years 0 months 28 days",1647430,-1,
"Anak",11,0,7,"Tauri","Doomsday",2420,689,"Alliance",0,"17 years 4 months 17 days",2932529,-1,
"Todobienmano",10,1,2,"WoD","legiondelatinos",2420,678,"Horde",507,"0 years 9 months 27 days",512090,4520,
"Szpondzsbob",4,0,11,"Tauri","Idosek Klubja",2420,649,"Alliance",0,"14 years 6 months 0 days",1947798,-1,
"Királyölö",7,0,1,"Tauri","Divinity",2420,618,"Alliance",0,"14 years 4 months 26 days",2180689,-1,
"Akapellah",10,0,2,"Evermoon","A K A T S U K I",2420,543,"Horde",0,"5 years 11 months 28 days",3256188,-1,
"Holiye",8,1,5,"Evermoon","The Fire Heals You",2420,536,"Horde",0,"4 years 5 months 28 days",2314169,-1,
"Xingfei",26,1,7,"Evermoon","Hollywood Undead",2420,508,"Horde",491,"2 years 4 months 10 days",1595140,12255,851.13
"Acls",10,1,12,"Evermoon","NULL",2420,500,"Horde",379,"0 years 1 months 18 days",1048217,2850,851.19
"Squirrels",8,1,11,"Evermoon","Resolve",2420,498,"Horde",0,"10 years 4 months 8 days",1928536,-1,
"Zwerg",7,0,10,"Tauri","Lighting Darkness",2420,477,"Alliance",0,"5 years 6 months 27 days",910274,-1,
"Fogpiszka",1,0,2,"Tauri","Insane Company",2420,423,"Alliance",0,"10 years 7 months 5 days",1302746,-1,
"Metsästäjän",8,0,3,"Tauri","Not in Guild",2420,386,"Horde",0,"11 years 6 months 6 days",969903,-1,
"Therar",10,1,4,"Evermoon","Skill Issue",2420,377,"Horde",204,"6 years 4 months 1 days",1650924,-1,
"Lovlier",7,0,4,"Evermoon","Draconis",2420,357,"Alliance",0,"4 years 7 months 14 days",1249035,-1,
"Isaacn",1,0,4,"Tauri","MagányosFarkas",2420,346,"Alliance",0,"7 years 10 months 15 days",981722,-1,
"Psolantero",8,0,7,"Evermoon","HoldMyBeerAndWatchThis",2420,346,"Horde",0,"5 years 9 months 5 days",1978724,-1,
"Aricia",3,1,7,"Evermoon","Välhalla",2420,325,"Alliance",371,"5 years 9 months 3 days",2024179,11145,
"Jänek",10,1,10,"Tauri","Outburst",2420,325,"Horde",0,"9 years 7 months 21 days",1541601,-1,
"Dharia",4,1,11,"WoD","Blade of Venum",2420,302,"Alliance",205,"9 years 0 months 14 days",997436,6660,786.19
"Korimaan",11,0,2,"Tauri","Veterans of Destroyer",2420,298,"Alliance",0,"15 years 1 months 0 days",1554980,-1,
"Lucaro",1,0,1,"Evermoon","Mythiçal",2420,268,"Alliance",520,"4 years 8 months 14 days",902753,4395,
"Yelowstar",1,1,5,"Tauri","Deja Vu",2420,264,"Alliance",246,"13 years 11 months 11 days",1001975,8940,
"Póh",26,0,10,"WoD","legiondelatinos",2420,258,"Horde",362,"0 years 10 months 4 days",237579,5895,
"Thela",10,1,3,"Tauri","Run For Your Life",2420,254,"Horde",0,"9 years 3 months 26 days",1412034,-1,
"大漠孤烟",25,1,7,"Evermoon","兴欣公会",2420,221,"Alliance",333,"5 years 2 months 6 days",2024394,-1,
"Ðdark",10,1,2,"Evermoon","Poder das Batatas",2420,208,"Horde",0,"6 years 0 months 13 days",1707853,-1,
"Xalatoth",5,0,5,"Evermoon","The Purge Anarchy",2420,194,"Horde",413,"3 years 10 months 20 days",1167009,22200,
"Mytuss",2,0,1,"Evermoon","The Purpose",2420,172,"Horde",0,"7 years 8 months 13 days",1105394,-1,
"Rasull",5,0,5,"Tauri","Caterva",2420,168,"Horde",677,"5 years 7 months 25 days",1520188,-1,
"Rayzoz",1,0,2,"Evermoon","Harcosok klubja",2420,163,"Alliance",0,"12 years 7 months 15 days",1148396,-1,
"Seryl",7,1,8,"WoD","Friendly",2420,146,"Alliance",0,"11 years 11 months 16 days",2266234,-1,
"Sheraphine",11,1,2,"Tauri","Postscript",2420,146,"Alliance",0,"15 years 7 months 10 days",2908580,-1,
"Liefkreng",11,1,3,"Evermoon","Chimken and the Nuggies",2420,137,"Alliance",0,"5 years 0 months 23 days",1501385,-1,
"Patrishia",10,1,3,"Evermoon","Sentinel",2420,134,"Horde",0,"5 years 1 months 5 days",1445329,-1,
"拿喇叭的哑巴",8,0,7,"WoD","王者",2420,117,"Horde",0,"7 years 5 months 10 days",1915214,-1,
"Raikagex",2,0,7,"Tauri","Infernum",2420,105,"Horde",0,"13 years 2 months 0 days",1867683,-1,
"Ottodix",8,0,11,"Evermoon","Искатели легенд",2420,97,"Horde",453,"3 years 7 months 12 days",914197,6885,
"Cärolyn",1,1,4,"Tauri","FanPlay",2420,95,"Alliance",406,"1 years 1 months 12 days",1192492,2605,
"Grrizzy",11,1,7,"Evermoon","Dimension",2420,79,"Alliance",366,"7 years 2 months 9 days",1770846,6070,
"Derulo",26,0,7,"Evermoon","Rycerze Ortalionu",2420,72,"Horde",733,"1 years 4 months 20 days",446957,2670,
"Titanfear",5,0,9,"WoD","Bloody Centurion",2420,68,"Horde",0,"11 years 2 months 19 days",1410949,-1,
"Linyana",9,1,7,"Evermoon","Porquitos Hermanos",2420,61,"Horde",0,"5 years 7 months 8 days",671409,-1,
"Vyragosa",9,1,5,"Evermoon","Luna Vil",2420,52,"Horde",650,"2 years 6 months 23 days",1066161,3385,793.6
"Bigfatbutt",11,1,1,"Evermoon","Cretins",2420,51,"Alliance",0,"7 years 4 months 13 days",1098847,-1,
"Starlights",4,1,3,"Tauri","Azeroth Hösei",2420,48,"Alliance",0,"16 years 0 months 9 days",1888947,-1,
"Deyëdex",5,1,10,"WoD","Dark Before Dawn",2420,43,"Horde",0,"8 years 11 months 4 days",1285279,-1,
"Tgshocker",25,0,10,"Evermoon","Cruzada de Los Andes",2420,41,"Alliance",0,"7 years 7 months 7 days",822413,-1,
"Pajkosboy",4,0,8,"WoD","Battle Pet Trainer",2420,38,"Alliance",0,"8 years 3 months 5 days",1564119,-1,
"Mechz",2,0,1,"Evermoon","El Atardecer Sombrio",2420,33,"Horde",489,"5 years 1 months 5 days",868923,-1,
"Sonnyboy",10,0,12,"Evermoon","GUARDIANES DE LA HORDA",2420,33,"Horde",417,"0 years 1 months 4 days",1093198,4345,854.75
"Criter",7,1,8,"Tauri","Blood drop",2420,27,"Alliance",0,"9 years 9 months 18 days",1257458,-1,
"Moonlune",26,0,10,"Evermoon","Hollywood Undead",2420,27,"Horde",529,"0 years 6 months 24 days",685790,5385,846.5
"Andarin",10,1,8,"Tauri","WildHordeClan",2420,26,"Horde",374,"15 years 5 months 30 days",2284618,-1,
"Kukarda",4,1,11,"Evermoon","Vilma Palma e Vampiros",2420,16,"Alliance",493,"0 years 11 months 15 days",654684,-1,
"Quedris",10,0,6,"Evermoon","A Murder of Crows",2420,15,"Horde",435,"6 years 2 months 18 days",495597,13545,
"Apresuntado",2,0,6,"Evermoon","A Murder of Crows",2420,14,"Horde",534,"0 years 7 months 6 days",569968,6545,821.31
"Loccky",10,1,9,"WoD","The Sanctuary",2420,13,"Horde",0,"4 years 0 months 2 days",723827,-1,
"Trimegistro",10,0,8,"Evermoon","Raiders of Void",2420,5,"Horde",555,"3 years 4 months 6 days",1549551,6635,803.53
"Marianä",10,1,2,"Evermoon","Asfrawor",2420,4,"Horde",533,"0 years 2 months 1 days",599291,7815,838.44
"Astaroo",10,0,2,"WoD","Parental Advisory",2420,1,"Horde",0,"6 years 3 months 1 days",564777,-1,
"Essaana",11,1,8,"Evermoon","Eldamar",2420,1,"Alliance",0,"5 years 2 months 6 days",831796,-1,
"Arcaniana",10,1,3,"Evermoon","Dark Legion",2420,0,"Horde",0,"4 years 3 months 26 days",1108607,-1,
"Wildchyld",4,1,4,"Evermoon","The Lunatic Monkeys",2420,0,"Alliance",0,"5 years 4 months 17 days",813826,-1,
"Cigarella",10,0,5,"Tauri","",2415,26477,"Horde",0,"17 years 0 months 18 days",3757198,-1,
"Sanuplangi",5,0,4,"WoD","The Sanctuary",2415,19833,"Horde",137,"5 years 6 months 25 days",4292862,4425,
"Albert",1,0,1,"Tauri","Shiverguard",2415,14181,"Alliance",0,"17 years 1 months 13 days",3963200,-1,
"Sebiatya",5,0,5,"Tauri","",2415,13231,"Horde",0,"11 years 9 months 4 days",4288029,-1,
"Moonshine",4,0,11,"WoD","Nagy a PvPéniszem",2415,11708,"Alliance",0,"9 years 10 months 24 days",3102762,-1,
"Tehenbro",6,0,11,"WoD","The Dark Vengeance",2415,10638,"Horde",0,"11 years 6 months 20 days",2501968,-1,
"Hunterpapapa",22,0,3,"Tauri","SHELTER",2415,8475,"Alliance",0,"12 years 0 months 15 days",2552461,-1,
"Xhela",8,1,7,"Tauri","Forgotten Warriors",2415,7402,"Horde",0,"15 years 8 months 22 days",1625387,-1,
"Sukkii",1,1,2,"Tauri","",2415,6758,"Alliance",0,"8 years 1 months 1 days",2802742,-1,
"Aubrieta",11,1,7,"Tauri","PØWER",2415,6493,"Alliance",501,"6 years 4 months 7 days",1206718,13190,
"Kicsonkolo",1,0,1,"Tauri","",2415,5978,"Alliance",0,"9 years 8 months 15 days",2243153,-1,
"Donkussolj",10,0,4,"Tauri","Despair",2415,4725,"Horde",0,"14 years 6 months 22 days",1753169,-1,
"Gylgemass",3,0,1,"Tauri","Hármas raktár",2415,4675,"Alliance",0,"16 years 8 months 13 days",2881036,-1,
"Elnefusámán",6,0,7,"Tauri","Sacred Shield",2415,4612,"Horde",0,"10 years 10 months 21 days",1599506,-1,
"Insomniä",10,0,9,"Tauri","",2415,4188,"Horde",0,"9 years 2 months 2 days",2139382,-1,
"Kispocok",4,1,11,"WoD","Heroes of Elements",2415,3917,"Alliance",0,"12 years 6 months 30 days",1810680,-1,
"Vuldemart",5,0,10,"Evermoon","",2415,3848,"Horde",0,"8 years 2 months 10 days",1669327,-1,
"Aelnära",10,1,2,"Tauri","GOD HACKED US",2415,3298,"Horde",0,"15 years 7 months 10 days",1585075,-1,
"Szökecigäny",1,0,2,"Evermoon","Nova",2415,3078,"Alliance",728,"0 years 5 months 5 days",955819,4205,852.13
"Sweethoney",10,1,5,"Evermoon","Asfrawor",2415,2916,"Horde",467,"0 years 7 months 30 days",1262616,4220,848.87
"Rhagnaar",1,0,3,"Tauri","El Latino Sabrosón",2415,2680,"Alliance",0,"7 years 10 months 11 days",1026494,-1,
"Endrio",10,0,2,"Evermoon","ComebackGang",2415,2594,"Horde",323,"5 years 9 months 9 days",1611080,8100,
"Humanpap",1,0,5,"WoD","Survivors of Lordaeron",2415,2198,"Alliance",0,"10 years 3 months 8 days",1556797,-1,
"Skyblue",8,1,5,"Evermoon","BaDBoyS",2415,2165,"Horde",290,"6 years 4 months 21 days",3299620,9620,
"Seshomaruo",1,0,2,"Evermoon","Välhalla",2415,2145,"Alliance",441,"0 years 11 months 6 days",821282,9935,
"Dlz",10,1,8,"Evermoon","Kawaii Pandas",2415,2091,"Horde",0,"11 years 2 months 24 days",1388391,-1,
"Anashey",11,1,2,"Evermoon","Legionarios de Azeroth",2415,2007,"Alliance",242,"4 years 6 months 24 days",1763804,2520,
"Molder",25,0,10,"Evermoon","Alma Nocturna",2415,1957,"Alliance",488,"6 years 3 months 18 days",1390292,3340,849.5
"Florax",5,1,10,"Evermoon","monasterio",2415,1752,"Horde",0,"4 years 8 months 26 days",1712896,-1,
"Logielf",10,0,2,"WoD","",2415,1731,"Horde",0,"16 years 4 months 11 days",2352915,-1,
"Vasudeva",1,0,9,"Evermoon","Wayang",2415,1658,"Alliance",534,"5 years 3 months 0 days",1654043,7710,
"Gilyermo",8,0,10,"Evermoon","Искатели легенд",2415,1582,"Horde",584,"0 years 8 months 12 days",979222,2565,849.94
"Girselda",10,1,3,"Evermoon","EL CARTEL DE AZEROTH",2415,1457,"Horde",650,"0 years 3 months 25 days",995371,2930,849.47
"Cmmage",5,0,8,"Evermoon","",2415,1379,"Horde",0,"8 years 3 months 15 days",1303703,-1,
"Sarco",6,0,7,"Tauri","Lords of Destiny",2415,1200,"Horde",0,"17 years 3 months 15 days",2591985,-1,
"Zsindely",1,0,2,"Tauri","Nonsense",2415,1037,"Alliance",379,"14 years 5 months 4 days",1284503,-1,
"Pearlharbor",2,0,3,"Evermoon","Il Vox Mortis Il",2415,1009,"Horde",636,"13 years 11 months 8 days",2008379,10270,817.73
"Reigneaster",26,0,7,"Evermoon","LA SECTA PVP",2415,984,"Horde",876,"6 years 3 months 22 days",979102,3125,
"Feelsbadmon",8,1,5,"WoD","Mythic",2415,940,"Horde",0,"8 years 0 months 1 days",1048889,-1,
"Kpecno",6,0,2,"Tauri","",2415,934,"Horde",0,"8 years 10 months 25 days",1825852,-1,
"Orondreth",10,0,4,"Evermoon","V A L H Â L L A",2415,925,"Horde",569,"5 years 9 months 6 days",827165,6055,
"Moniquee",11,1,7,"WoD","Nemesis Reavers",2415,871,"Alliance",0,"14 years 10 months 25 days",1085355,-1,
"Elystina",10,1,5,"Evermoon","Shadow Hunters",2415,850,"Horde",336,"0 years 7 months 29 days",423673,12450,789.07
"Jivri",8,1,5,"Evermoon","Skill Issue",2415,807,"Horde",313,"4 years 7 months 29 days",2020668,7505,
"Tranet",7,1,1,"Tauri","Pandemonium",2415,802,"Alliance",0,"14 years 0 months 3 days",1455320,-1,
"Dreadmaw",5,0,6,"Evermoon","Shadows and Light",2415,771,"Horde",458,"6 years 6 months 9 days",1226651,10710,
"Spreadwings",4,1,5,"Evermoon","Army of Divergent",2415,709,"Alliance",286,"6 years 4 months 30 days",698001,5355,837.2
"Kismadár",8,0,11,"WoD","Paragøn",2415,664,"Horde",0,"10 years 6 months 13 days",1581295,-1,
"Aluias",8,0,3,"Evermoon","Clan Grito de Guerra",2415,656,"Horde",599,"0 years 8 months 9 days",944038,7950,849
"Attisch",4,0,6,"Tauri","rose street",2415,651,"Alliance",0,"14 years 8 months 2 days",1179921,-1,
"Wertasdd",5,0,5,"Evermoon","Sunstriders",2415,563,"Horde",326,"0 years 8 months 10 days",610244,3750,745
"Narambakasar",10,0,4,"WoD","Decay",2415,537,"Horde",0,"7 years 3 months 20 days",522335,-1,
"Shyvirgin",11,1,7,"Evermoon","Logic",2415,521,"Alliance",157,"6 years 2 months 9 days",1588243,14835,
"Demoniaca",5,1,9,"Evermoon","Impact",2415,461,"Horde",444,"6 years 11 months 18 days",666335,10710,
"Wial",10,0,2,"Tauri","Punisher",2415,459,"Horde",0,"14 years 5 months 21 days",3330234,-1,
"Jelok",26,0,10,"Evermoon","Dioses del Pve",2415,372,"Horde",0,"4 years 10 months 17 days",1776496,-1,
"Celinor",4,1,6,"Evermoon","RESPAWN",2415,343,"Alliance",512,"9 years 4 months 15 days",581571,10770,787.63
"Amálie",25,1,7,"Evermoon","Red Moon Rising",2415,304,"Alliance",0,"4 years 0 months 12 days",1215038,-1,
"Desertfoxx",22,0,3,"Evermoon","RippeR",2415,298,"Alliance",425,"6 years 7 months 1 days",2040990,8340,
"Tarhareaktor",2,0,1,"Tauri","Existence",2415,256,"Horde",0,"17 years 5 months 14 days",3232066,-1,
"Woo",25,1,10,"Tauri","Reunited",2415,243,"Alliance",0,"9 years 7 months 20 days",2249756,-1,
"Kycoo",22,0,9,"Evermoon","Foundation",2415,231,"Alliance",0,"5 years 4 months 9 days",1700813,-1,
"Anubia",10,1,3,"Tauri","Might and Magic",2415,223,"Horde",735,"4 years 6 months 28 days",1412007,-1,
"Shammson",8,0,7,"Tauri","Undaunted",2415,219,"Horde",0,"13 years 2 months 7 days",1247763,-1,
"Brownbear",26,0,10,"Evermoon","",2415,214,"Horde",0,"7 years 4 months 0 days",2415250,-1,
"Morningztar",10,0,5,"Evermoon","Hijos De Odyn",2415,187,"Horde",409,"3 years 4 months 9 days",1180123,9185,
"Kliffbutt",2,0,7,"Evermoon","Искатели легенд",2415,177,"Horde",0,"3 years 10 months 8 days",1370652,-1,
"Myday",5,0,10,"Evermoon","Искатели легенд",2415,175,"Horde",532,"0 years 2 months 4 days",556240,3765,851.5
"Aleyda",10,1,2,"Evermoon","Orden Oscura",2415,166,"Horde",0,"4 years 9 months 6 days",491117,-1,
"Dreamrugó",10,0,4,"Tauri","Bait Raid",2415,166,"Horde",882,"1 years 11 months 0 days",917924,14860,
"Haragja",10,1,2,"Evermoon","Nameless",2415,158,"Horde",0,"7 years 0 months 28 days",994140,-1,
"Yúmmy",5,1,4,"Evermoon","Unicorns",2415,157,"Horde",650,"5 years 0 months 5 days",1114334,8040,837.69
"Neasia",4,1,5,"Tauri","The Damned",2415,156,"Alliance",0,"12 years 0 months 19 days",1478995,-1,
"Raaroo",4,1,11,"Evermoon","Identity Unknown",2415,156,"Alliance",535,"0 years 1 months 7 days",1014921,4415,856.81
"Drezakk",8,0,3,"Evermoon","Craze",2415,154,"Horde",0,"4 years 8 months 7 days",1024649,-1,
"Lanndo",6,0,10,"Evermoon","Hollywood Undead",2415,153,"Horde",462,"6 years 7 months 3 days",1262604,3935,804.44
"Swainhun",10,0,9,"WoD","The Exiled Glory",2415,148,"Horde",0,"9 years 8 months 13 days",1160753,-1,
"Wilkow",8,0,11,"Evermoon","Olympus",2415,148,"Horde",0,"4 years 11 months 24 days",1852983,-1,
"Balidan",4,0,11,"Tauri","Killepitsch",2415,142,"Alliance",552,"8 years 10 months 13 days",1535759,4570,
"Punishër",2,0,1,"Evermoon","BrazilianStorm",2415,135,"Horde",509,"4 years 11 months 13 days",1372320,3050,
"Ðézsma",4,1,11,"Tauri","Killepitsch",2415,134,"Alliance",0,"9 years 11 months 23 days",1995547,-1,
"Murihel",2,1,6,"Evermoon","Titanes de Azeroth",2415,128,"Horde",0,"2 years 11 months 24 days",1335426,-1,
"Yukinami",1,1,8,"Evermoon","Modern Crusaders",2415,105,"Alliance",680,"1 years 7 months 3 days",2027723,3320,
"Bamboozlee",25,0,10,"Evermoon","la hermandad de jonathan",2415,92,"Alliance",0,"6 years 1 months 20 days",1150651,-1,
"Daelar",11,1,5,"Evermoon","Fekete Hold",2415,91,"Alliance",415,"3 years 1 months 14 days",983975,-1,
"Elthisia",11,1,7,"Tauri","Angels of the Phoenix",2415,84,"Alliance",804,"11 years 0 months 25 days",1152728,11290,
"Aggramemnon",1,0,6,"Evermoon","",2415,81,"Alliance",320,"3 years 3 months 3 days",2267896,3635,
"Yasmine",1,1,5,"Tauri","HATERS ARE WELCOME",2415,74,"Alliance",0,"13 years 10 months 4 days",1722280,-1,
"Pappcsajszí",1,1,5,"WoD","Lords Of Shadow",2415,68,"Alliance",0,"9 years 6 months 24 days",2898633,-1,
"Xasiia",11,1,5,"Evermoon","Csövesek",2415,61,"Alliance",257,"2 years 10 months 1 days",2147867,-1,
"Piux",1,0,5,"Tauri","Tauri All Stars",2415,46,"Alliance",622,"16 years 2 months 10 days",2341731,6550,
"Dasplen",4,0,4,"Tauri","Kallódó Hösök",2415,36,"Alliance",669,"11 years 6 months 19 days",2091374,9450,
"Azerias",1,0,2,"Evermoon","Stormgarde",2415,33,"Alliance",774,"7 years 10 months 26 days",898242,4775,787.38
"Nuñez",1,0,2,"Evermoon","la caida de Sargeras",2415,31,"Alliance",883,"3 years 2 months 23 days",596264,4320,
"Dreadwind",4,1,11,"Evermoon","Crows at Midnight",2415,30,"Alliance",706,"1 years 5 months 18 days",678023,3795,851.63
"Hlopchik",1,0,2,"Evermoon","ноунейм сквад",2415,29,"Alliance",0,"6 years 1 months 9 days",2048455,-1,
"在东北玩泥巴",8,1,3,"WoD","王者歸来",2415,28,"Horde",0,"7 years 0 months 28 days",1582266,-1,
"Misohr",8,0,3,"Tauri","Wake me up clanga",2415,18,"Horde",0,"10 years 0 months 13 days",2514071,-1,
"Csivik",10,1,5,"WoD","Warsong Horda",2415,15,"Horde",0,"10 years 0 months 8 days",2706051,-1,
"Hazarder",11,0,7,"Tauri","Council of the Phantom",2415,13,"Alliance",613,"7 years 10 months 23 days",1090465,-1,
"Tethas",10,0,12,"Evermoon","Herbalisti",2415,13,"Horde",463,"0 years 2 months 3 days",945181,4070,851.69
"Estraiker",10,0,6,"Evermoon","Hijos De Odyn",2415,11,"Horde",451,"2 years 6 months 16 days",775037,4595,
"Flamecaster",5,0,8,"Evermoon","Ominous",2415,9,"Horde",0,"4 years 5 months 16 days",704876,-1,
"Covidmilff",4,1,1,"Evermoon","Heroism",2415,8,"Alliance",0,"6 years 4 months 3 days",592878,-1,
"Ænima",10,1,4,"Evermoon","Thot Process",2415,4,"Horde",0,"8 years 2 months 6 days",1156790,-1,
"Ониксия",10,1,5,"Evermoon","Stellaris",2415,4,"Horde",556,"0 years 0 months 24 days",675438,3385,850.27
"Muskétás",5,0,6,"Tauri","Seven Deadly Sins",2415,3,"Horde",0,"11 years 3 months 8 days",962844,-1,
"Somnolent",10,1,5,"Tauri","Stena Line",2415,3,"Horde",0,"10 years 11 months 28 days",1190584,-1,
"Griphus",10,0,6,"Evermoon","BanShees Killers",2415,2,"Horde",0,"3 years 8 months 30 days",847007,-1,
"Dergalis",5,0,9,"WoD","Soulles",2410,21674,"Horde",0,"14 years 5 months 7 days",3378902,-1,
"Leonin",1,0,2,"WoD","Nemesis Reavers",2410,20611,"Alliance",0,"17 years 6 months 19 days",4132897,-1,
"Stxko",22,0,3,"Evermoon","Dark Riders",2410,16217,"Alliance",0,"7 years 6 months 3 days",2378129,-1,
"Langston",1,0,1,"Tauri","Shifty Rascals",2410,15233,"Alliance",0,"15 years 9 months 12 days",4209524,-1,
"Szocso",11,0,7,"Tauri","MagányosFarkas",2410,14403,"Alliance",626,"12 years 11 months 26 days",2490557,7920,
"Lucian",4,0,11,"Tauri","Deposit",2410,14040,"Alliance",0,"17 years 6 months 30 days",3305988,-1,
"Dravos",3,0,7,"Tauri","CENZORED",2410,12897,"Alliance",0,"6 years 5 months 0 days",3899658,-1,
"Bondzsorno",1,0,5,"Tauri","Legio Immortalis",2410,11957,"Alliance",0,"16 years 3 months 7 days",2742443,-1,
